poblacion,provincia
Navares de Enmedio,Castilla León
Navares de las Cuevas,Castilla León
Navarredonda de Gredos,Castilla León
Navarredonda de la Rinconada,Castilla León
Navarredondilla,Castilla León
Navarrevisca,Castilla León
Navas de Bureba,Castilla León
Navas de Oro,Castilla León
Navas de Riofrío,Castilla León
Navas de San Antonio,Castilla León
Navas del Marqués (Las),Castilla León
Navasfrías,Castilla León
Navatalgordo,Castilla León
Navatejares,Castilla León
Navianos de Valverde,Castilla León
Nebreda,Castilla León
Negrilla de Palencia,Castilla León
Neila,Castilla León
Neila de San Miguel,Castilla León
Nepas,Castilla León
Nieva,Castilla León
Niharra,Castilla León
Noceda del Bierzo,Castilla León
Nogal de las Huertas,Castilla León
Nolay,Castilla León
Noviercas,Castilla León
Nueva Villa de las Torres,Castilla León
Oencia,Castilla León
Ojos-Albos,Castilla León
Olea de Boedo,Castilla León
Olivares de Duero,Castilla León
Olmedillo de Roa,Castilla León
Olmedo,Castilla León
Olmedo de Camaces,Castilla León
Olmillos de Castro,Castilla León
Olmillos de Muñó,Castilla León
Olmos de Esgueva,Castilla León
Olmos de Ojeda,Castilla León
Olmos de Peñafiel,Castilla León
Olombrada,Castilla León
Omañas (Las),Castilla León
Oncala,Castilla León
Onzonilla,Castilla León
Oquillas,Castilla León
Orbada (La),Castilla León
Orbaneja Riopico,Castilla León
Orbita,Castilla León
Orejana,Castilla León
Ortigosa de Pestaño,Castilla León
Ortigosa del Monte,Castilla León
Oseja de Sajambre,Castilla León
Oso (El),Castilla León
Osornillo,Castilla León
Osorno la Mayor,Castilla León
Otero de Bodas,Castilla León
Otero de Herreros,Castilla León
Oña,Castilla León
Padiernos,Castilla León
Padilla de Abajo,Castilla León
Padilla de Arriba,Castilla León
Padrones de Bureba,Castilla León
Pajarejos,Castilla León
Pajares de Adaja,Castilla León
Pajares de la Laguna,Castilla León
Pajares de la Lampreana,Castilla León
Pajares de los Oteros,Castilla León
Palacios de Goda,Castilla León
Palacios de la Sierra,Castilla León
Palacios de la Valduerna,Castilla León
Palacios de Riopisuerga,Castilla León
Palacios de Sanabria,Castilla León
Palacios del Arzobispo,Castilla León
Palacios del Pan,Castilla León
Palacios del Sil,Castilla León
Palaciosrubios,Castilla León
Palazuelo de Vedija,Castilla León
Palazuelos de Eresma,Castilla León
Palazuelos de la Sierra,Castilla León
Palazuelos de Muñó,Castilla León
Palencia,Castilla León
Palencia de Negrilla,Castilla León
Palenzuela,Castilla León
Pampliega,Castilla León
Pancorbo,Castilla León
Papatrigo,Castilla León
Parada de Arriba,Castilla León
Parada de Rubiales,Castilla León
Paradinas de San Juan,Castilla León
Pardilla,Castilla León
Paredes de Nava,Castilla León
Parral (El),Castilla León
Parrilla (La),Castilla León
Partido de la Sierra en Tobalina,Castilla León
Pascualcobo,Castilla León
Pastores,Castilla León
Payo (El),Castilla León
Payo de Ojeda,Castilla León
Pedraja de Portillo (La),Castilla León
Pedrajas de San Esteban,Castilla León
Pedralba de la Pradería,Castilla León
Pedraza,Castilla León
Pedraza de Alba,Castilla León
Pedraza de Campos,Castilla León
Pedro Bernardo,Castilla León
Pedro-Rodríguez,Castilla León
Pedrosa de Duero,Castilla León
Pedrosa de la Vega,Castilla León
Pedrosa de Río Úrbel,Castilla León
Pedrosa del Príncipe,Castilla León
Pedrosa del Páramo,Castilla León
Pedrosa del Rey,Castilla León
Pedrosillo de Alba,Castilla León
Pedrosillo de los Aires,Castilla León
Pedrosillo el Ralo,Castilla León
Pedroso de la Armuña (El),Castilla León
Pego (El),Castilla León
Peguerinos,Castilla León
Pelabravo,Castilla León
Pelarrodríguez,Castilla León
Pelayos,Castilla León
Pelayos del Arroyo,Castilla León
Peleagonzalo,Castilla León
Peleas de Abajo,Castilla León
Peque,Castilla León
Peral de Arlanza,Castilla León
Peralejos de Abajo,Castilla León
Peralejos de Arriba,Castilla León
Perales,Castilla León
Peranzanes,Castilla León
Perdigón (El),Castilla León
Pereruela,Castilla León
Pereña de la Ribera,Castilla León
Perilla de Castro,Castilla León
Pernía (La),Castilla León
Peromingo,Castilla León
Perosillo,Castilla León
Pesquera de Duero,Castilla León
Peña (La),Castilla León
Peñacaballera,Castilla León
Peñafiel,Castilla León
Peñaflor de Hornija,Castilla León
Peñalba de Ávila,Castilla León
Peñaparda,Castilla León
Peñaranda de Bracamonte,Castilla León
Peñaranda de Duero,Castilla León
Peñarandilla,Castilla León
Peñausende,Castilla León
Piedrahita de Castro,Castilla León
Piedrahíta,Castilla León
Piedralaves,Castilla León
Pinarejos,Castilla León
Pinarnegrillo,Castilla León
Pineda de la Sierra,Castilla León
Pineda Trasmonte,Castilla León
Pinedas,Castilla León
Pinilla de los Barruecos,Castilla León
Pinilla de los Moros,Castilla León
Pinilla de Toro,Castilla León
Pinilla del Campo,Castilla León
Pinilla Trasmonte,Castilla León
Pino de Tormes (El),Castilla León
Pino del Oro,Castilla León
Pino del Río,Castilla León
Pitiegua,Castilla León
Pizarral,Castilla León
Piérnigas,Castilla León
Piña de Campos,Castilla León
Piña de Esgueva,Castilla León
Piñel de Abajo,Castilla León
Piñel de Arriba,Castilla León
Piñero (El),Castilla León
Población de Arroyo,Castilla León
Población de Campos,Castilla León
Población de Cerrato,Castilla León
Pobladura de Pelayo García,Castilla León
Pobladura de Valderaduey,Castilla León
Pobladura del Valle,Castilla León
Pola de Gordón (La),Castilla León
Polentinos,Castilla León
Pollos,Castilla León
Pomar de Valdivia,Castilla León
Ponferrada,Castilla León
Portillo,Castilla León
Portillo de Soria,Castilla León
Porto,Castilla León
Posada de Valdeón,Castilla León
Poveda,Castilla León
Poveda de las Cintas,Castilla León
Poyales del Hoyo,Castilla León
Poza de la Sal,Castilla León
Poza de la Vega,Castilla León
Pozal de Gallinas,Castilla León
Pozaldez,Castilla León
Pozalmuro,Castilla León
Pozanco,Castilla León
Pozo de Urama,Castilla León
Pozoantiguo,Castilla León
Pozos de Hinojo,Castilla León
Pozuelo de la Orden,Castilla León
Pozuelo de Tábara,Castilla León
Pozuelo del Páramo,Castilla León
Pradales,Castilla León
Prado,Castilla León
Prado de la Guzpeña,Castilla León
Pradoluengo,Castilla León
Pradosegar,Castilla León
Presencio,Castilla León
Priaranza del Bierzo,Castilla León
Prioro,Castilla León
Prádanos de Bureba,Castilla León
Prádanos de Ojeda,Castilla León
Prádena,Castilla León
Puebla de Arganzón (La),Castilla León
Puebla de Azaba,Castilla León
Puebla de Lillo,Castilla León
Puebla de Pedraza,Castilla León
Puebla de San Medel,Castilla León
Puebla de Sanabria,Castilla León
Puebla de Valdavia (La),Castilla León
Puebla de Yeltes,Castilla León
Pueblica de Valverde,Castilla León
Puente de Domingo Flórez,Castilla León
Puente del Congosto,Castilla León
Puentedura,Castilla León
Puertas,Castilla León
Puerto Castilla,Castilla León
Puerto de Béjar,Castilla León
Puerto Seguro,Castilla León
Puras,Castilla León
Páramo de Boedo,Castilla León
Páramo del Sil,Castilla León
Pías,Castilla León
Póveda de Soria (La),Castilla León
Quemada,Castilla León
Quintana del Castillo,Castilla León
Quintana del Marco,Castilla León
Quintana del Pidio,Castilla León
Quintana del Puente,Castilla León
Quintana Redonda,Castilla León
Quintana y Congosto,Castilla León
Quintanabureba,Castilla León
Quintanaortuño,Castilla León
Quintanapalla,Castilla León
Quintanar de la Sierra,Castilla León
Quintanas de Gormaz,Castilla León
Quintanavides,Castilla León
Quintanaélez,Castilla León
Quintanilla de Arriba,Castilla León
Quintanilla de la Mata,Castilla León
Quintanilla de Onsoña,Castilla León
Quintanilla de Onésimo,Castilla León
Quintanilla de Trigueros,Castilla León
Quintanilla de Urz,Castilla León
Quintanilla del Agua y Tordueles,Castilla León
Quintanilla del Coco,Castilla León
Quintanilla del Molar,Castilla León
Quintanilla del Monte,Castilla León
Quintanilla del Olmo,Castilla León
Quintanilla San García,Castilla León
Quintanilla Vivar,Castilla León
Quintanillas (Las),Castilla León
Quiruelas de Vidriales,Castilla León
Quiñonería,Castilla León
Rabanales,Castilla León
Rabanera del Pinar,Castilla León
Rabé de las Calzadas,Castilla León
Ramiro,Castilla León
Rapariegos,Castilla León
Rasueros,Castilla León
Rebollar,Castilla León
Rebolledo de la Torre,Castilla León
Rebollo,Castilla León
Recuerda,Castilla León
Redecilla del Camino,Castilla León
Redecilla del Campo,Castilla León
Redonda (La),Castilla León
Regueras de Arriba,Castilla León
Regumiel de la Sierra,Castilla León
Reinoso,Castilla León
Reinoso de Cerrato,Castilla León
Rello,Castilla León
Remondo,Castilla León
Renedo de Esgueva,Castilla León
Renedo de la Vega,Castilla León
Renieblas,Castilla León
Requejo,Castilla León
Requena de Campos,Castilla León
Respenda de la Peña,Castilla León
Retortillo,Castilla León
Retortillo de Soria,Castilla León
Retuerta,Castilla León
Revellinos,Castilla León
Revenga de Campos,Castilla León
Revilla de Collazos,Castilla León
Revilla del Campo,Castilla León
Revilla Vallejera,Castilla León
Revilla y Ahedo (La),Castilla León
Revillarruz,Castilla León
Reyero,Castilla León
Rezmondo,Castilla León
Reznos,Castilla León
Riaguas de San Bartolomé,Castilla León
Riaza,Castilla León
Riaño,Castilla León
Riba de Escalote (La),Castilla León
Ribas de Campos,Castilla León
Riberos de la Cueza,Castilla León
Ribota,Castilla León
Riego de la Vega,Castilla León
Riello,Castilla León
Rinconada de la Sierra (La),Castilla León
Riocabado,Castilla León
Riocavado de la Sierra,Castilla León
Riofrío,Castilla León
Riofrío de Aliste,Castilla León
Riofrío de Riaza,Castilla León
Rionegro del Puente,Castilla León
Rioseco de Soria,Castilla León
Rioseco de Tapia,Castilla León
Rivilla de Barajas,Castilla León
Roa,Castilla León
Roales,Castilla León
Roales de Campos,Castilla León
Robla (La),Castilla León
Robladillo,Castilla León
Robleda,Castilla León
Robleda-Cervantes,Castilla León
Robliza de Cojos,Castilla León
Roda de Eresma,Castilla León
Roelos de Sayago,Castilla León
Rojas,Castilla León
Rollamienta,Castilla León
Rollán,Castilla León
Roperuelos del Páramo,Castilla León
Rosinos de la Requejada,Castilla León
Roturas,Castilla León
Royo (El),Castilla León
Royuela de Río Franco,Castilla León
Rubena,Castilla León
Rublacedo de Abajo,Castilla León
Rubí de Bracamonte,Castilla León
Rucandio,Castilla León
Rueda,Castilla León
Rábano,Castilla León
Rábano de Aliste,Castilla León
Rábanos,Castilla León
Rábanos (Los),Castilla León
Rágama,Castilla León
Sabero,Castilla León
Sacramenia,Castilla León
Saelices de Mayorga,Castilla León
Saelices el Chico,Castilla León
Sagrada (La),Castilla León
Sahagún,Castilla León
Sahugo (El),Castilla León
Salamanca,Castilla León
Salas de Bureba,Castilla León
Salas de los Infantes,Castilla León
Salce,Castilla León
Saldaña,Castilla León
Saldaña de Burgos,Castilla León
Saldeana,Castilla León
Salduero,Castilla León
Salinas de Pisuerga,Castilla León
Salinillas de Bureba,Castilla León
Salmoral,Castilla León
Salobral,Castilla León
Salvadiós,Castilla León
Salvador de Zapardiel,Castilla León
Salvatierra de Tormes,Castilla León
Samboal,Castilla León
Samir de los Caños,Castilla León
San Adrián de Juarros,Castilla León
San Adrián del Valle,Castilla León
San Agustín del Pozo,Castilla León
San Andrés del Rabanedo,Castilla León
San Bartolomé de Béjar,Castilla León
San Bartolomé de Corneja,Castilla León
San Bartolomé de Pinares,Castilla León
San Cebrián de Campos,Castilla León
San Cebrián de Castro,Castilla León
San Cebrián de Mazote,Castilla León
San Cebrián de Mudá,Castilla León
San Cristóbal de Boedo,Castilla León
San Cristóbal de Cuéllar,Castilla León
San Cristóbal de Entreviñas,Castilla León
San Cristóbal de la Cuesta,Castilla León
San Cristóbal de la Polantera,Castilla León
San Cristóbal de la Vega,Castilla León
San Cristóbal de Segovia,Castilla León
San Emiliano,Castilla León
San Esteban de Gormaz,Castilla León
San Esteban de la Sierra,Castilla León
San Esteban de los Patos,Castilla León
San Esteban de Nogales,Castilla León
San Esteban de Zapardiel,Castilla León
San Esteban del Molar,Castilla León
San Esteban del Valle,Castilla León
San Felices,Castilla León
San Felices de los Gallegos,Castilla León
San García de Ingelmos,Castilla León
San Ildefonso,Castilla León
San Juan de Gredos,Castilla León
San Juan de la Encinilla,Castilla León
San Juan de la Nava,Castilla León
San Juan del Molinillo,Castilla León
San Juan del Monte,Castilla León
San Juan del Olmo,Castilla León
San Justo,Castilla León
San Justo de la Vega,Castilla León
San Leonardo de Yagüe,Castilla León
San Llorente,Castilla León
San Lorenzo de Tormes,Castilla León
San Mamés de Burgos,Castilla León
San Mamés de Campos,Castilla León
San Martín de la Vega del Alberche,Castilla León
San Martín de Rubiales,Castilla León
San Martín de Valderaduey,Castilla León
San Martín de Valvení,Castilla León
San Martín del Castañar,Castilla León
San Martín del Pimpollar,Castilla León
San Martín y Mudrián,Castilla León
San Miguel de Bernuy,Castilla León
San Miguel de Corneja,Castilla León
San Miguel de la Ribera,Castilla León
San Miguel de Serrezuela,Castilla León
San Miguel de Valero,Castilla León
San Miguel del Arroyo,Castilla León
San Miguel del Pino,Castilla León
San Miguel del Robledo,Castilla León
San Miguel del Valle,Castilla León
San Millán de Lara,Castilla León
San Millán de los Caballeros,Castilla León
San Morales,Castilla León
San Muñoz,Castilla León
San Pablo de la Moraleja,Castilla León
San Pascual,Castilla León
San Pedro Bercianos,Castilla León
San Pedro de Ceque,Castilla León
San Pedro de Gaíllos,Castilla León
San Pedro de la Nave-Almendra,Castilla León
San Pedro de Latarce,Castilla León
San Pedro de Rozados,Castilla León
San Pedro del Arroyo,Castilla León
San Pedro del Valle,Castilla León
San Pedro Manrique,Castilla León
San Pelayo,Castilla León
San Pelayo de Guareña,Castilla León
San Román de Hornija,Castilla León
San Román de la Cuba,Castilla León
San Salvador,Castilla León
San Vicente de Arévalo,Castilla León
San Vicente de la Cabeza,Castilla León
San Vicente del Palacio,Castilla León
San Vicente del Valle,Castilla León
San Vitero,Castilla León
Sancedo,Castilla León
Sanchidrián,Castilla León
Sanchonuño,Castilla León
Sanchorreja,Castilla León
Sanchotello,Castilla León
Sanchón de la Ribera,Castilla León
Sanchón de la Sagrada,Castilla León
Sancti-Spíritus,Castilla León
Sando,Castilla León
Sangarcía,Castilla León
Santa Cecilia,Castilla León
Santa Cecilia del Alcor,Castilla León
Santa Clara de Avedillo,Castilla León
Santa Colomba de Curueño,Castilla León
Santa Colomba de las Monjas,Castilla León
Santa Colomba de Somoza,Castilla León
Santa Cristina de la Polvorosa,Castilla León
Santa Cristina de Valmadrigal,Castilla León
Santa Croya de Tera,Castilla León
Santa Cruz de Boedo,Castilla León
Santa Cruz de la Salceda,Castilla León
Santa Cruz de Pinares,Castilla León
Santa Cruz de Yanguas,Castilla León
Santa Cruz del Valle,Castilla León
Santa Cruz del Valle Urbión,Castilla León
Santa Elena de Jamuz,Castilla León
Santa Eufemia del Arroyo,Castilla León
Santa Eufemia del Barco,Castilla León
Santa Gadea del Cid,Castilla León
Santa Inés,Castilla León
Santa Marina del Rey,Castilla León
Santa Marta de Tormes,Castilla León
Santa Marta del Cerro,Castilla León
Santa María de Huerta,Castilla León
Santa María de la Isla,Castilla León
Santa María de la Vega,Castilla León
Santa María de las Hoyas,Castilla León
Santa María de los Caballeros,Castilla León
Santa María de Ordás,Castilla León
Santa María de Sando,Castilla León
Santa María de Valverde,Castilla León
Santa María del Arroyo,Castilla León
Santa María del Berrocal,Castilla León
Santa María del Campo,Castilla León
Santa María del Cubillo,Castilla León
Santa María del Invierno,Castilla León
Santa María del Mercadillo,Castilla León
Santa María del Monte de Cea,Castilla León
Santa María del Páramo,Castilla León
Santa María del Tiétar,Castilla León
Santa María la Real de Nieva,Castilla León
Santa María Rivarredonda,Castilla León
Santa Olalla de Bureba,Castilla León
Santas Martas,Castilla León
Santervás de Campos,Castilla León
Santervás de la Vega,Castilla León
Santiago de la Puebla,Castilla León
Santiago del Collado,Castilla León
Santiago del Tormes,Castilla León
Santiago Millas,Castilla León
Santibáñez de Béjar,Castilla León
Santibáñez de Ecla,Castilla León
Santibáñez de Esgueva,Castilla León
Santibáñez de la Peña,Castilla León
Santibáñez de la Sierra,Castilla León
Santibáñez de Tera,Castilla León
Santibáñez de Valcorba,Castilla León
Santibáñez de Vidriales,Castilla León
Santibáñez del Val,Castilla León
Santiuste de Pedraza,Castilla León
Santiuste de San Juan Bautista,Castilla León
Santiz,Castilla León
Santo Domingo de las Posadas,Castilla León
Santo Domingo de Pirón,Castilla León
Santo Domingo de Silos,Castilla León
Santo Tomé de Zabarcos,Castilla León
Santo Tomé del Puerto,Castilla León
Santos (Los),Castilla León
Santovenia,Castilla León
Santovenia de la Valdoncina,Castilla León
Santovenia de Pisuerga,Castilla León
Santoyo,Castilla León
Sanzoles,Castilla León
Sardón de Duero,Castilla León
Sardón de los Frailes,Castilla León
Sargentes de la Lora,Castilla León
Sariegos,Castilla León
Sarracín,Castilla León
Sasamón,Castilla León
Saucelle,Castilla León
Sauquillo de Cabezas,Castilla León
Sebúlcor,Castilla León
Seca (La),Castilla León
Segovia,Castilla León
Sena de Luna,Castilla León
Sepulcro-Hilario,Castilla León
Sepúlveda,Castilla León
Sequera de Fresno,Castilla León
Sequera de Haza (La),Castilla León
Sequeros,Castilla León
Serna (La),Castilla León
Serrada,Castilla León
Serrada (La),Castilla León
Serradilla del Arroyo,Castilla León
Serradilla del Llano,Castilla León
Serranillos,Castilla León
Serón de Nágima,Castilla León
Sierpe (La),Castilla León
Siete Iglesias de Trabancos,Castilla León
Sieteiglesias de Tormes,Castilla León
Sigeres,Castilla León
Simancas,Castilla León
Sinlabajos,Castilla León
Sobradillo,Castilla León
Sobrado,Castilla León
Solana de Rioalmar,Castilla León
Solana de Ávila,Castilla León
Solarana,Castilla León
Soliedra,Castilla León
Solosancho,Castilla León
Sordillos,Castilla León
Soria,Castilla León
Sorihuela,Castilla León
Sotalbo,Castilla León
Sotillo,Castilla León
Sotillo de la Adrada,Castilla León
Sotillo de la Ribera,Castilla León
Sotillo del Rincón,Castilla León
Soto de Cerrato,Castilla León
Soto de la Vega,Castilla León
Soto y Amío,Castilla León
Sotobañado y Priorato,Castilla León
Sotosalbos,Castilla León
Sotoserrano,Castilla León
Sotragero,Castilla León
Sotresgudo,Castilla León
Suellacabras,Castilla León
Susinos del Páramo,Castilla León
Tabanera de Cerrato,Castilla León
Tabanera de Valdavia,Castilla León
Tabanera la Luenga,Castilla León
Tabera de Abajo,Castilla León
Tajahuerce,Castilla León
Tajueco,Castilla León
Tala (La),Castilla León
Talveila,Castilla León
Tamames,Castilla León
Tamariz de Campos,Castilla León
Tamarón,Castilla León
Tapioles,Castilla León
Tarazona de Guareña,Castilla León
Tardajos,Castilla León
Tardelcuende,Castilla León
Tardáguila,Castilla León
Tariego de Cerrato,Castilla León
Taroda,Castilla León
Tejada,Castilla León
Tejado,Castilla León
Tejado (El),Castilla León
Tejeda y Segoyuela,Castilla León
Tenebrón,Castilla León
Terradillos,Castilla León
Terradillos de Esgueva,Castilla León
Tiedra,Castilla León
Tiemblo (El),Castilla León
Tinieblas de la Sierra,Castilla León
Tiñosillos,Castilla León
Tobar,Castilla León
Tolbaños,Castilla León
Tolocirio,Castilla León
Topas,Castilla León
Toral de los Guzmanes,Castilla León
Tordehumos,Castilla León
Tordesillas,Castilla León
Tordillos,Castilla León
Tordómar,Castilla León
Toreno,Castilla León
Torlengua,Castilla León
Tormellas,Castilla León
Tornadizo (El),Castilla León
Tornadizos de Ávila,Castilla León
Toro,Castilla León
Torquemada,Castilla León
Torre (La),Castilla León
Torre de Esgueva,Castilla León
Torre de Peñafiel,Castilla León
Torre del Bierzo,Castilla León
Torre del Valle (La),Castilla León
Torre Val de San Pedro,Castilla León
Torreadrada,Castilla León
Torreblacos,Castilla León
Torrecaballeros,Castilla León
Torrecilla de la Abadesa,Castilla León
Torrecilla de la Orden,Castilla León
Torrecilla de la Torre,Castilla León
Torrecilla del Monte,Castilla León
Torrecilla del Pinar,Castilla León
Torregalindo,Castilla León
Torregamones,Castilla León
Torreiglesias,Castilla León
Torrelara,Castilla León
Torrelobatón,Castilla León
Torremormojón,Castilla León
Torrepadre,Castilla León
Torres del Carrizal,Castilla León
Torresandino,Castilla León
Torrescárcela,Castilla León
Torresmenudas,Castilla León
Torrubia de Soria,Castilla León
Tosantos,Castilla León
Trabadelo,Castilla León
Trabanca,Castilla León
Trabazos,Castilla León
Traspinedo,Castilla León
Trefacio,Castilla León
Tremedal de Tormes,Castilla León
Trescasas,Castilla León
Trespaderne,Castilla León
Trigueros del Valle,Castilla León
Triollo,Castilla León
Truchas,Castilla León
Trévago,Castilla León
Tubilla del Agua,Castilla León
Tubilla del Lago,Castilla León
Tudela de Duero,Castilla León
Turcia,Castilla León
Turégano,Castilla León
Tábara,Castilla León
Támara de Campos,Castilla León
Tórtoles,Castilla León
Tórtoles de Esgueva,Castilla León
Ucero,Castilla León
Umbrías,Castilla León
Unión de Campos (La),Castilla León
Urdiales del Páramo,Castilla León
Urones de Castroponce,Castilla León
Urueña,Castilla León
Urueñas,Castilla León
Uña de Quintana,Castilla León
Vadillo,Castilla León
Vadillo de la Guareña,Castilla León
Vadillo de la Sierra,Castilla León
Vadocondes,Castilla León
Val de San Lorenzo,Castilla León
Valbuena de Duero,Castilla León
Valbuena de Pisuerga,Castilla León
Valcabado,Castilla León
Valde-Ucieza,Castilla León
Valdeande,Castilla León
Valdearcos de la Vega,Castilla León
Valdeavellano de Tera,Castilla León
Valdecarros,Castilla León
Valdecasa,Castilla León
Valdefinjas,Castilla León
Valdefresno,Castilla León
Valdefuentes de Sangusín,Castilla León
Valdefuentes del Páramo,Castilla León
Valdegeña,Castilla León
Valdehijaderos,Castilla León
Valdelacasa,Castilla León
Valdelageve,Castilla León
Valdelagua del Cerro,Castilla León
Valdelosa,Castilla León
Valdelugueros,Castilla León
Valdemaluque,Castilla León
Valdemierque,Castilla León
Valdemora,Castilla León
Valdenebro,Castilla León
Valdenebro de los Valles,Castilla León
Valdeolmillos,Castilla León
Valdepiélago,Castilla León
Valdepolo,Castilla León
Valdeprado,Castilla León
Valdeprados,Castilla León
Valderas,Castilla León
Valderrey,Castilla León
Valderrodilla,Castilla León
Valderrodrigo,Castilla León
Valderrueda,Castilla León
Valderrábano,Castilla León
Valdesamario,Castilla León
Valdescorriel,Castilla León
Valdestillas,Castilla León
Valdevacas de Montejo,Castilla León
Valdevacas y Guijar,Castilla León
Valdevimbre,Castilla León
Valdezate,Castilla León
Valdorros,Castilla León
Valdunciel,Castilla León
Valdunquillo,Castilla León
Valencia de Don Juan,Castilla León
Valero,Castilla León
Valladolid,Castilla León
Vallarta de Bureba,Castilla León
Valle de Cerrato,Castilla León
Valle de las Navas,Castilla León
Valle de Losa,Castilla León
Valle de Manzanedo,Castilla León
Valle de Mena,Castilla León
Valle de Oca,Castilla León
Valle de Santibáñez,Castilla León
Valle de Sedano,Castilla León
Valle de Tabladillo,Castilla León
Valle de Tobalina,Castilla León
Valle de Valdebezana,Castilla León
Valle de Valdelaguna,Castilla León
Valle de Valdelucio,Castilla León
Valle de Zamanzas,Castilla León
Valle del Retortillo,Castilla León
Vallecillo,Castilla León
Vallejera,Castilla León
Vallejera de Riofrío,Castilla León
Vallelado,Castilla León
Valleruela de Pedraza,Castilla León
Valleruela de Sepúlveda,Castilla León
Valles de Palenzuela,Castilla León
Vallesa de la Guareña,Castilla León
Valluércanes,Castilla León
Valmala,Castilla León
Valoria la Buena,Castilla León
Valsalabroso,Castilla León
Valseca,Castilla León
Valtajeros,Castilla León
Valtiendas,Castilla León
Valverde de Campos,Castilla León
Valverde de la Virgen,Castilla León
Valverde de Valdelacasa,Castilla León
Valverde del Majano,Castilla León
Valverde-Enrique,Castilla León
Valverdón,Castilla León
Vecilla (La),Castilla León
Vecinos,Castilla León
Vega de Espinareda,Castilla León
Vega de Infanzones,Castilla León
Vega de Ruiponce,Castilla León
Vega de Santa María,Castilla León
Vega de Tera,Castilla León
Vega de Tirados,Castilla León
Vega de Valcarce,Castilla León
Vega de Valdetronco,Castilla León
Vega de Villalobos,Castilla León
Vegacervera,Castilla León
Vegalatrave,Castilla León
Veganzones,Castilla León
Vegaquemada,Castilla León
Vegas de Matute,Castilla León
Vegas del Condado,Castilla León
Veguillas (Las),Castilla León
Velamazán,Castilla León
Velascálvaro,Castilla León
Velayos,Castilla León
Velilla,Castilla León
Velilla de la Sierra,Castilla León
Velilla de los Ajos,Castilla León
Velilla del Río Carrión,Castilla León
Velliza,Castilla León
Vellés (La),Castilla León
Venialbo,Castilla León
Venta de Baños,Castilla León
Ventosa de la Cuesta,Castilla León
Ventosa del Río Almar,Castilla León
Ventosilla y Tejadilla,Castilla León
Vertavillo,Castilla León
Vezdemarbán,Castilla León
Viana de Cega,Castilla León
Viana de Duero,Castilla León
Vid de Bureba (La),Castilla León
Vid de Ojeda (La),Castilla León
Vid y Barrios (La),Castilla León
Vidayanes,Castilla León
Videmala,Castilla León
Vileña,Castilla León
Villabaruz de Campos,Castilla León
Villabasta de Valdavia,Castilla León
Villablino,Castilla León
Villabraz,Castilla León
Villabrágima,Castilla León
Villabrázaro,Castilla León
Villabuena del Puente,Castilla León
Villabáñez,Castilla León
Villacarralón,Castilla León
Villacastín,Castilla León
Villacid de Campos,Castilla León
Villacidaler,Castilla León
Villaciervos,Castilla León
Villaco,Castilla León
Villaconancio,Castilla León
Villada,Castilla León
Villadangos del Páramo,Castilla León
Villadecanes,Castilla León
Villademor de la Vega,Castilla León
Villadepera,Castilla León
Villadiego,Castilla León
Villaeles de Valdavia,Castilla León
Villaescusa,Castilla León
Villaescusa de Roa,Castilla León
Villaescusa la Sombría,Castilla León
Villaespasa,Castilla León
Villaferrueña,Castilla León
Villaflor,Castilla León
Villaflores,Castilla León
Villafrades de Campos,Castilla León
Villafranca de Duero,Castilla León
Villafranca de la Sierra,Castilla León
Villafranca del Bierzo,Castilla León
Villafranca Montes de Oca,Castilla León
Villafrechós,Castilla León
Villafruela,Castilla León
Villafuerte,Castilla León
Villafáfila,Castilla León
Villagalijo,Castilla León
Villagarcía de Campos,Castilla León
Villagatón,Castilla León
Villageriz,Castilla León
Villagonzalo de Tormes,Castilla León
Villagonzalo Pedernales,Castilla León
Villagómez la Nueva,Castilla León
Villaherreros,Castilla León
Villahoz,Castilla León
Villahán,Castilla León
Villalaco,Castilla León
Villalar de los Comuneros,Castilla León
Villalazán,Castilla León
Villalba de Duero,Castilla León
Villalba de Guardo,Castilla León
Villalba de la Lampreana,Castilla León
Villalba de la Loma,Castilla León
Villalba de los Alcores,Castilla León
Villalba de los Llanos,Castilla León
Villalbarba,Castilla León
Villalbilla de Burgos,Castilla León
Villalbilla de Gumiel,Castilla León
Villalcampo,Castilla León
Villalcázar de Sirga,Castilla León
Villalcón,Castilla León
Villaldemiro,Castilla León
Villalmanzo,Castilla León
Villalobos,Castilla León
Villalobón,Castilla León
Villalonso,Castilla León
Villalpando,Castilla León
Villalube,Castilla León
Villaluenga de la Vega,Castilla León
Villalán de Campos,Castilla León
Villalón de Campos,Castilla León
Villamandos,Castilla León
Villamanín,Castilla León
Villamartín de Campos,Castilla León
Villamartín de Don Sancho,Castilla León
Villamayor,Castilla León
Villamayor de Campos,Castilla León
Villamayor de los Montes,Castilla León
Villamayor de Treviño,Castilla León
Villamañán,Castilla León
Villambistia,Castilla León
Villamediana,Castilla León
Villamedianilla,Castilla León
Villamejil,Castilla León
Villameriel,Castilla León
Villamiel de la Sierra,Castilla León
Villamol,Castilla León
Villamontán de la Valduerna,Castilla León
Villamor de los Escuderos,Castilla León
Villamoratiel de las Matas,Castilla León
Villamoronta,Castilla León
Villamuera de la Cueza,Castilla León
Villamuriel de Campos,Castilla León
Villamuriel de Cerrato,Castilla León
Villangómez,Castilla León
Villanubla,Castilla León
Villanueva de Argaño,Castilla León
